Name;Dataset;z;d;Ang;N [cm^-2];b [km/s];zfit
G_1415;RD0152;2.4;60;72;3.84E+17;18.86350283;2.400255425
G_1416;RD0152;2.4;60;90;3.93E+17;18.44354249;2.400229103
G_1417;RD0152;2.4;60;108;1.50E+17;27.41413439;2.399864161
G_1418;RD0152;2.4;60;126;8.73E+16;41.90273164;2.399553884
G_1419;RD0152;2.4;60;144;1.37E+17;50.36609855;2.399289516
G_1420;RD0152;2.4;60;162;3.59E+17;31.68147866;2.39912958
G_1421;RD0152;2.4;90;0;2.21E+17;18.57934707;2.399647214
G_1422;RD0152;2.4;90;18;1.63E+16;26.53253522;2.400158207
G_1423;RD0152;2.4;90;36;4.19E+15;29.3841552;2.400230337
G_1424;RD0152;2.4;90;54;6.01E+17;14.56813691;2.400374083
G_1425;RD0152;2.4;90;72;7.75E+17;18.38495609;2.399620365
G_1426;RD0152;2.4;90;90;3.76E+17;26.85439729;2.400623344
G_1427;RD0152;2.4;90;108;4.65E+16;31.26264232;2.399145504
G_1428;RD0152;2.4;90;126;5.07E+17;9.124176094;2.399275943
G_1429;RD0152;2.4;90;144;1.21E+18;17.75825011;2.398974689
G_1430;RD0152;2.4;90;162;1.01E+17;14.24396961;2.399157282
G_1431;RD0152;2.4;120;0;3.46E+17;9.329633574;2.399921592
G_1432;RD0152;2.4;120;18;1.47E+17;19.64297144;2.400190837
G_1433;RD0152;2.4;120;36;2.52E+16;21.17588014;2.400260617
G_1434;RD0152;2.4;120;54;3.07E+17;7.046002232;2.399968306
G_1435;RD0152;2.4;120;72;5.44E+17;1.003059468;2.399926524
G_1436;RD0152;2.4;120;90;7.12E+17;29.64167017;2.400076161
G_1437;RD0152;2.4;120;108;2.28E+16;24.27518219;2.399001446
G_1438;RD0152;2.4;120;126;1.30E+17;20.73004148;2.398990917
G_1439;RD0152;2.4;120;144;2.95E+15;26.50203245;2.398953015
G_1440;RD0152;2.4;120;162;3.99E+16;19.84577355;2.398912343
G_1441;RD0152;2.4;150;0;0;0;0
G_1442;RD0152;2.4;150;18;6.94E+16;16.87504408;2.40017659
G_1443;RD0152;2.4;150;36;7.04E+17;15.03861838;2.400261131
G_1444;RD0152;2.4;150;54;6.60E+17;1.001024642;2.400008344
G_1445;RD0152;2.4;150;72;2.09E+18;1.001585131;2.399015205
G_1446;RD0152;2.4;150;90;1.31E+15;29.01198709;2.398933339
G_1447;RD0152;2.4;150;108;3.09E+15;29.63939934;2.398850698
G_1448;RD0152;2.4;150;126;3.43E+15;25.24741559;2.398848875
G_1449;RD0152;2.4;150;144;3.13E+15;23.60085769;2.398816534
G_1450;RD0152;2.4;150;162;2.13E+15;53.7166322;2.39803459
G_1451;RD0152;2.4;180;0;1.23E+14;39.62560313;2.399853223
G_1452;RD0152;2.4;180;18;1.32E+15;30.13070593;2.400259348
G_1453;RD0152;2.4;180;36;2.84E+15;25.72553539;2.400215555
G_1454;RD0152;2.4;180;54;7.32E+17;1.001602822;2.399140687
G_1455;RD0152;2.4;180;72;9.78E+17;1.002756414;2.400168918
G_1456;RD0152;2.4;180;90;7.33E+15;22.85142976;2.398938306
G_1457;RD0152;2.4;180;108;1.22E+17;12.97197758;2.398536018
G_1458;RD0152;2.4;180;126;6.97E+16;22.92229105;2.398283927
G_1459;RD0152;2.4;180;144;0;0;0
G_1460;RD0152;2.4;180;162;0;0;0
G_1461;RD0152;2.4;210;0;0;0;0
G_1462;RD0152;2.4;210;18;0;0;0
G_1463;RD0152;2.4;210;36;6.91E+17;1.001200498;2.400071142
G_1464;RD0152;2.4;210;54;0;0;0
G_1465;RD0152;2.4;210;72;5.29E+17;1.000897618;2.398439384
G_1466;RD0152;2.4;210;90;8.60E+15;21.74778734;2.398963638
G_1467;RD0152;2.4;210;108;0;0;0
G_1468;RD0152;2.4;210;126;0;0;0
G_1469;RD0152;2.4;210;144;0;0;0
G_1470;RD0152;2.4;210;162;0;0;0
G_1471;RD0152;2.4;240;0;1.08E+14;44.08299387;2.399640176
G_1472;RD0152;2.4;240;18;4.27E+16;11.27288352;2.399245701
G_1473;RD0152;2.4;240;36;8.71E+17;1.001224387;2.400192164
G_1474;RD0152;2.4;240;54;4.65E+17;1.000984606;2.398419629
G_1475;RD0152;2.4;240;72;1.27E+18;1.000079882;2.397828797
G_1476;RD0152;2.4;240;90;1.03E+16;20.76863937;2.398995583
G_1477;RD0152;2.4;240;108;5.52E+17;1.000606176;2.397812344
G_1478;RD0152;2.4;240;126;1.21E+18;1.002748383;2.397828199
G_1479;RD0152;2.4;240;144;0;0;0
G_1480;RD0152;2.4;240;162;0;0;0
G_1481;RD0152;2.4;270;0;1.27E+14;44.5273007;2.399565328
G_1482;RD0152;2.4;270;18;0;0;0
G_1483;RD0152;2.4;270;36;3.58E+17;1.000288297;2.398423354
G_1484;RD0152;2.4;270;54;1.75E+16;15.71745041;2.398454389
G_1485;RD0152;2.4;270;72;2.64E+18;1.000328923;2.397220208
G_1486;RD0152;2.4;270;90;0;0;0
G_1487;RD0152;2.4;270;108;0;0;0
G_1488;RD0152;2.4;270;126;4.78E+17;1.001085299;2.397762738
G_1489;RD0152;2.4;270;144;5.68E+17;1.000255751;2.397791397
G_1490;RD0152;2.4;270;162;6.16E+17;1.00050772;2.397808379
G_1491;RD0152;2.4;300;0;0;0;0
G_1492;RD0152;2.4;300;18;1.76E+16;15.26590044;2.398459633
G_1493;RD0152;2.4;300;36;1.73E+16;15.07288814;2.39846856
G_1494;RD0152;2.4;300;54;2.87E+18;1.000363464;2.397286767
G_1495;RD0152;2.4;300;72;4.65E+17;1.001083702;2.40023662
G_1496;RD0152;2.4;300;90;0;0;0
G_1497;RD0152;2.4;300;108;5.17E+17;1.000428082;2.397119297
G_1498;RD0152;2.4;300;126;0;0;0
G_1499;RD0152;2.4;300;144;0;0;0
G_1500;RD0152;2.4;300;162;4.02E+16;15.97450591;2.397776225
G152_2.5;RD0152;2.5;0;0;2.23E+21;299.9962077;2.495219065
G_1501;RD0152;2.5;30;0;8.36E+17;43.08068711;2.500107856
G_1502;RD0152;2.5;30;18;8.13E+17;41.6630325;2.499954151
G_1503;RD0152;2.5;30;36;1.99E+17;57.78753769;2.500480791
G_1504;RD0152;2.5;30;54;7.46E+17;49.96113004;2.500502088
G_1505;RD0152;2.5;30;72;3.05E+18;41.50848577;2.500012987
G_1506;RD0152;2.5;30;90;7.85E+17;35.2800881;2.499551188
G_1507;RD0152;2.5;30;108;2.42E+18;74.38857919;2.500255751
G_1508;RD0152;2.5;30;126;2.40E+18;54.75028903;2.499286013
G_1509;RD0152;2.5;30;144;2.77E+18;55.92223037;2.499191453
G_1510;RD0152;2.5;30;162;9.11E+19;49.53111096;2.498890525
G_1511;RD0152;2.5;60;0;5.58E+17;17.9750001;2.49962384
G_1512;RD0152;2.5;60;18;7.18E+16;28.80464866;2.500662839
G_1513;RD0152;2.5;60;36;2.74E+16;22.51289955;2.500928139
G_1514;RD0152;2.5;60;54;3.66E+17;8.304514075;2.500611547
G_1515;RD0152;2.5;60;72;3.92E+17;18.38345127;2.50027892
G_1516;RD0152;2.5;60;90;4.23E+17;17.83149033;2.500252142
G_1517;RD0152;2.5;60;108;3.05E+17;19.14984189;2.499677786
G_1518;RD0152;2.5;60;126;9.19E+16;40.95631258;2.499565751
G_1519;RD0152;2.5;60;144;6.36E+17;38.46912414;2.499515869
G_1520;RD0152;2.5;60;162;3.57E+17;30.8827166;2.499145589
G_1521;RD0152;2.5;90;0;2.19E+17;18.31223203;2.499662085
G_1522;RD0152;2.5;90;18;7.29E+15;26.86011106;2.500207464
G_1523;RD0152;2.5;90;36;1.51E+15;31.33226469;2.500295101
G_1524;RD0152;2.5;90;54;6.35E+17;13.86547175;2.500405663
G_1525;RD0152;2.5;90;72;7.51E+17;17.98554688;2.499642023
G_1526;RD0152;2.5;90;90;2.31E+17;27.26284767;2.500646388
G_1527;RD0152;2.5;90;108;4.73E+16;30.42972206;2.499163191
G_1528;RD0152;2.5;90;126;5.10E+17;18.15211096;2.499009215
G_1529;RD0152;2.5;90;144;5.61E+17;22.09633112;2.499114065
G_1530;RD0152;2.5;90;162;1.19E+17;19.83682041;2.498987061
G_1531;RD0152;2.5;120;0;4.63E+17;8.653524284;2.499940516
G_1532;RD0152;2.5;120;18;3.73E+16;32.03184406;2.499871225
G_1533;RD0152;2.5;120;36;2.78E+16;20.48096692;2.50028561
G_1534;RD0152;2.5;120;54;1.81E+15;25.34692111;2.50023658
G_1535;RD0152;2.5;120;72;5.24E+17;1.003417469;2.499959115
G_1536;RD0152;2.5;120;90;6.33E+17;30.89981635;2.500184654
G_1537;RD0152;2.5;120;108;2.92E+18;5.028861272;2.499305377
G_1538;RD0152;2.5;120;126;9.42E+16;20.53322854;2.499010825
G_1539;RD0152;2.5;120;144;1.51E+15;27.50889812;2.498959528
G_1540;RD0152;2.5;120;162;3.67E+16;19.15176375;2.498924643
G_1541;RD0152;2.5;150;0;0;0;0
G_1542;RD0152;2.5;150;18;1.29E+17;9.241833906;2.499987818
G_1543;RD0152;2.5;150;36;7.88E+17;9.52574809;2.500271005
G_1544;RD0152;2.5;150;54;4.98E+17;1.009034974;2.500033277
G_1545;RD0152;2.5;150;72;2.10E+18;1.00107224;2.498960533
G_1546;RD0152;2.5;150;90;6.97E+16;19.82444255;2.498940809
G_1547;RD0152;2.5;150;108;7.67E+14;40.85996649;2.498717062
G_1548;RD0152;2.5;150;126;3.32E+15;24.38838498;2.498842842
G_1549;RD0152;2.5;150;144;3.41E+15;22.46749914;2.498817965
G_1550;RD0152;2.5;150;162;1.31E+16;16.59944319;2.498518845
G_1551;RD0152;2.5;180;0;1.23E+14;38.05770442;2.499844503
G_1552;RD0152;2.5;180;18;0;0;0
G_1553;RD0152;2.5;180;36;6.88E+14;30.348903;2.500218579
G_1554;RD0152;2.5;180;54;7.15E+17;1.002168823;2.499169847
G_1555;RD0152;2.5;180;72;1.05E+18;1.002299652;2.500185318
G_1556;RD0152;2.5;180;90;8.13E+15;21.9368284;2.498960644
G_1557;RD0152;2.5;180;108;1.16E+17;13.47910187;2.49853548
G_1558;RD0152;2.5;180;126;1.54E+16;27.42482841;2.498247297
G_1559;RD0152;2.5;180;144;0;0;0
G_1560;RD0152;2.5;180;162;0;0;0
G_1561;RD0152;2.5;210;0;0;0;0
G_1562;RD0152;2.5;210;18;1.24E+15;30.67817658;2.500276368
G_1563;RD0152;2.5;210;36;6.60E+17;1.003228435;2.500083027
G_1564;RD0152;2.5;210;54;0;0;0
G_1565;RD0152;2.5;210;72;4.88E+17;1.000407131;2.498473799
G_1566;RD0152;2.5;210;90;8.13E+15;21.6734648;2.49897521
G_1567;RD0152;2.5;210;108;1.27E+18;56.80539515;2.497001944
G_1568;RD0152;2.5;210;126;0;0;0
G_1569;RD0152;2.5;210;144;0;0;0
G_1570;RD0152;2.5;210;162;0;0;0
G_1571;RD0152;2.5;240;0;1.08E+14;41.64031529;2.499649186
G_1572;RD0152;2.5;240;18;7.98E+16;19.88668973;2.499632271
G_1573;RD0152;2.5;240;36;8.35E+17;1.013062273;2.500215943
G_1574;RD0152;2.5;240;54;3.71E+17;1.00017455;2.498455911
G_1575;RD0152;2.5;240;72;7.27E+17;1.000002857;2.497847682
G_1576;RD0152;2.5;240;90;6.82E+17;1.001167109;2.498918301
G_1577;RD0152;2.5;240;108;6.28E+17;1.000273292;2.497852193
G_1578;RD0152;2.5;240;126;5.98E+17;1.000799112;2.497802525
G_1579;RD0152;2.5;240;144;0;0;0
G_1580;RD0152;2.5;240;162;9.17E+15;21.24421954;2.497688398
G_1581;RD0152;2.5;270;0;1.22E+14;41.67316513;2.499599323
G_1582;RD0152;2.5;270;18;0;0;0
G_1583;RD0152;2.5;270;36;6.79E+17;1.000011466;2.498226633
G_1584;RD0152;2.5;270;54;0;0;0
G_1585;RD0152;2.5;270;72;1.52E+18;1.002562696;2.497459397
G_1586;RD0152;2.5;270;90;3.18E+16;3.965777074;2.498159306
G_1587;RD0152;2.5;270;108;8.65E+17;28.29764246;2.497940283
G_1588;RD0152;2.5;270;126;5.00E+17;1.000013706;2.4978171
G_1589;RD0152;2.5;270;144;5.38E+17;1.000900398;2.497802651
G_1590;RD0152;2.5;270;162;5.28E+17;1.000160298;2.497804782
G_1591;RD0152;2.5;300;0;1.55E+16;16.0822367;2.498457221
G_1592;RD0152;2.5;300;18;1.35E+16;16.22064473;2.498453242
G_1593;RD0152;2.5;300;36;0;0;0
G_1594;RD0152;2.5;300;54;1.84E+16;18.73658312;2.497744233
G_1595;RD0152;2.5;300;72;4.37E+17;1.007193966;2.500243192
G_1596;RD0152;2.5;300;90;0;0;0
G_1597;RD0152;2.5;300;108;1.37E+18;1.000526211;2.496666681
G_1598;RD0152;2.5;300;126;9.35E+17;1.001228975;2.497280893
G_1599;RD0152;2.5;300;144;2.51E+18;1.000062834;2.497349809
G_1600;RD0152;2.5;300;162;1.27E+18;1.006732492;2.497654572
